Time_submitted,text,rating,Total_thumbsup,Reply,sentiment,text_length,word_count,text_clean
2022-06-25 08:01:13,Grate and lots of diffrent songs,5,0,,1,32,6,grate lot diffrent song
2022-06-22 14:59:58,Very bad need to listen to a song but it is only contains add add add add add add add add add,1,0,,0,93,22,bad need listen song contain add add add add add add add add add
2022-06-20 11:26:57,Great app! User friendly,5,0,,1,24,4,great app user friendly
2022-06-16 16:40:31,Great platform for music,4,0,,1,24,4,great platform music
2022-07-09 15:00:00,"Great music service, the audio is high quality and the app is easy to use. Also very quick and friendly support.",5,2,,1,112,21,great music service audio high quality app easy use quick friendly support
2022-07-06 16:16:58,This is amazing. I really like it💜💜 #spotify💜💜,5,0,,1,46,8,amazing like spotify
2022-06-29 22:19:07,Love this app. I love controlling my TV. It's just frustrating sometimes to edit Playlist from the phone.,5,0,,1,105,18,love app love control tv frustrating edit playlist phone
2022-06-13 11:50:07,Spotify offline mode no longer in settings,5,0,,1,42,7,spotify offline mode long setting
2022-06-26 18:31:25,The best music app ever,5,0,,1,23,5,good music app
2022-06-08 10:48:56,Great music selection,5,0,,1,21,3,great music selection
2022-07-09 07:38:01,The best music app till now ...,5,0,,1,31,7,good music app till
2022-06-02 00:08:20,"Honestly i love this app, but sometimes i can't payment my premium, it's uncomfotable for the trouble from this app",2,0,,0,115,20,honestly love app not payment premium uncomfotable trouble app
2022-06-17 10:57:08,I feel using spotify is much more comfortable than any other application. It's super good .😌🌼,4,0,,1,93,16,feel spotify comfortable application super good
2022-06-07 20:19:01,"Takes a while to open but once connected, music selections are great",4,0,,1,68,12,take open connect music selection great
2022-06-05 01:59:45,"The app wouldn't play the songs in MY playlist it would add songs and it's annoying, don't recommend tbh.",1,0,,0,105,19,app not play song playlist add song annoying not recommend tbh
2022-06-26 11:10:33,"Worst app I've ever used. Constantly crashes, alwayd has connection problems even when on 4g and all other apps work fine",1,1,,0,121,21,bad app ve constantly crash alwayd connection problem app work fine
2022-06-09 21:18:36,I hated having ads so I went premium a year or two ago and I love Spotify because I love the music of my life and with Spotify I no longer have to keep an album collection with me. They handle that!,5,0,,1,198,42,hat have ad go premium year ago love spotify love music life spotify long album collection handle
2022-07-06 15:13:47,App is not opening.. I have installed it several times still the issue isn't fixed..,1,1,,0,84,15,app open instal time issue not fix
2022-06-22 16:51:05,"I can't even play 3 songs without the app crashing every 10-15 minutes. It's getting really frustrating. I'm a Premium member, but it feels like I paid the subscription for Nothing🙄",1,0,,0,181,31,not play song app crash 1015 minute get frustrating premium member feel like pay subscription
2022-06-16 07:32:06,Vere cofartable and very clear sound I like very much,5,0,,1,53,10,vere cofartable clear sound like
2022-07-08 15:33:47,Me and my daughter love Spotify it's one of our most used apps,5,0,,1,62,13,daughter love spotify app
2022-07-09 08:06:55,I really enjoy My Music life Nice App Thanks for Spotify,5,0,,1,56,11,enjoy music life nice app thank spotify
2022-06-01 14:47:19,I love being able to listen to my favorites.,5,0,,1,44,9,love able listen favorite
2022-06-02 00:35:58,This is an amazing app I've been using it for my whole life this app is just like amazing Great songs totally recommend,5,0,,1,119,23,amazing app ve life app like amazing great song totally recommend
2022-06-15 10:24:38,Good music and podcast app. Just a shame that I pay for membership but still get advertisements. Seems wrong to advertise premium for ad free listening to just throw ads in anyways.,2,0,,0,181,32,good music podcast app shame pay membership advertisement wrong advertise premium ad free listen throw ad anyways
2022-07-06 12:22:24,"Very rare to not find a song I'm looking for.....it happens, but not often. Even obscure music is available, I love that the lyrics are offered with most songs.... I'll never not have Spotify",5,0,,1,191,34,rare find song look forit happen obscure music available love lyric offer song ill spotify
2022-06-12 00:03:21,The best music I love.I can't live without Spotify.,5,0,,1,51,9,good music lovei not live spotify
2022-06-23 18:38:18,"As others here have mentioned, the app is quite buggy. Constantly stopping playback for no reason, playbar freezing, and play button refusing to start songs. I'm currently looking for a different streaming service as Spotify refuses to ammend this issue and its gotten to the point where I spend more time fixing the app than listening to my favourite podcasts and music.",1,7,,0,371,62,mention app buggy constantly stop playback reason playbar freezing play button refuse start song currently look different streaming service spotify refuse ammend issue get point spend time fix app listen favourite podcast music
2022-06-26 07:35:32,Still waiting for the day Spotify introduces Direct Message feature.,5,0,,1,68,10,wait day spotify introduce direct message feature
2022-06-24 12:38:59,"Really awful experience. Keeps shuffling songs and forcing me to listen to random things. I search up one song and click on it, and it plays other songs. I tried going back in the playlist, and that's not possible for some reason. This app is surprisingly bad.",1,4,,0,260,47,awful experience keep shuffle song force listen random thing search song click play song try go playlist possible reason app surprisingly bad
2022-06-17 02:00:21,This is the best music app ever,5,0,,1,31,7,good music app
2022-06-01 07:06:14,Very bad because download song can't play after one week..,2,0,,0,58,10,bad download song not play week
2022-07-08 01:52:31,I switched to Spotify after Google discontinued play music and haven't regretted it.,5,0,,1,84,13,switch spotify google discontinue play music not regret
2022-06-01 07:21:41,The app is good actually. The only problem is the ads are too much. I hope you look into this matter. Not everyone can or wants to get the premium pack. Thank you,4,0,,1,162,33,app good actually problem ad hope look matter want premium pack thank
2022-06-15 03:52:54,Great music for all your moods.,5,0,,1,31,6,great music mood
2022-07-01 02:54:40,Very useful application form song,1,0,,0,33,5,useful application form song
2022-06-20 19:43:24,I love this app! It's very user friendly and has a huge selection of music!,5,0,,1,75,15,love app user friendly huge selection music
2022-06-14 09:16:20,First Time I saw a ad ! When I watch match between PAK VS WND... I Saw a spotify App. Toady I install .this is so awesome app. Every singer song in this add. The great Is every Small and big star song are in it... Very amazing app Thank you so much For Creating This Great App ❤,5,0,,1,278,59,time see ad watch match pak vs wnd see spotify app toady install awesome app singer song add great small big star song amazing app thank create great app
2022-07-02 16:38:46,Amazing plain and simple,5,0,,1,24,4,amazing plain simple
2022-06-28 00:49:47,Easiest apps to find latest songs,5,1,,1,33,6,easy app find late song
2022-05-31 05:32:26,"App crash at this time, not play any song",1,0,,0,41,9,app crash time play song
2022-07-09 11:32:24,"Everything I go to open the app in the last week, there's no play bar, and now when I go to open it, it just shuts right back down.",2,0,,0,131,29,open app week play bar open shut right
2022-07-09 06:17:18,How long will it take to fix the payment option. Being on the free plan is not a nice experience. I want to get back on Premium but its failed now for the 2nd month.,1,0,,0,165,35,long fix payment option free plan nice experience want premium fail 2nd month
2022-06-29 21:50:44,"It works really good when I listen to it through my head band and through my tablet. Even when I am in an area with no wifi, it still works great. (This is me a little bit after this review) I don't know what happened, but a band called night shift productivity is no where on Spotify anymore. Even the songs I had are gone. I don't know if this is your fault Spotify, but I'm giving you a 1 star review.",1,5,,0,404,82,work good listen head band tablet area wifi work great little bit review not know happen band call night shift productivity spotify anymore song go not know fault spotify give star review
2022-07-01 14:56:40,Easy to use and great parental settings,4,0,,1,39,7,easy use great parental setting
2022-06-15 05:04:06,"Instead of listening to music with advertisement in between, it feels like I'm listening to advertisements with a song thrown in between. That's how much advertisement this app has, ridiculous.",1,0,,0,193,30,instead listen music advertisement feel like listen advertisement song throw advertisement app ridiculous
2022-06-04 21:18:39,"Tried to sign up, it never said anything about my number, but put all my info in the app and Nothing even happened or even attempted to get started, so it was a waste of time, Yhankdqqq",2,0,,0,185,37,try sign say number info app happen attempt start waste time yhankdqqq
2022-06-28 18:57:48,"Easily my favorite music app, Spotify is the best in my opinion. The simple user interface, super deep catalog of music/podcasts and it's well worth the subscription to not hear the commercials 👍",5,0,,1,195,33,easily favorite music app spotify good opinion simple user interface super deep catalog musicpodcast worth subscription hear commercial
2022-06-03 15:51:20,"On mobile we can't play the actual song, just a preview or the chorus sadly, but over-all the app is great",5,0,,1,106,21,mobile not play actual song preview chorus sadly overall app great
2022-06-07 21:54:27,Very reliable and great interface love it.,4,0,,1,42,7,reliable great interface love
2022-06-27 01:43:17,I love Spotify so much I would have gave it a five but you already know its the adds but i really dont mind then because i have remebers them all word by word but on my liked songs random songs that are on my dont like pop up,4,0,,1,225,49,love spotify give know add not mind remeber word word liked song random song not like pop
2022-06-18 12:50:02,Great always there with good tracks.,5,0,,1,36,6,great good track
2022-06-02 07:49:21,There is no multiple select feature is available to add the device songs in the playlists.,1,0,,0,90,16,multiple select feature available add device song playlist
2022-06-01 23:04:51,Pretty good app. Even the free version of this has less ads than you tube music.,4,0,,1,80,16,pretty good app free version ad tube music
2022-06-09 04:42:02,"Premium user so not sure if that changes my app functionality in any way. Video podcasts are still broken on my LG VELVET 5G, even after updating to Android 12. This has been the case for over two months now. Playing a podcast with video (with all settings set properly) only shows a black screen whether in the player preview or in full screen. Spotify also often locks up or plays something without it showing in the player, essentially ""phantom playing"" media which requires a restart.",2,14,,0,488,86,premium user sure change app functionality way video podcast break lg velvet update android 12 case month play podcast video setting set properly show black screen player preview screen spotify lock play show player essentially phantom playing medium require restart
2022-07-01 16:30:48,Worst app ever I can't even sign into this app!! It tells me again and again that the combination of my email and password is incorrect !! Worst app!!😡,1,0,,0,151,29,bad app not sign app tell combination email password incorrect bad app
2022-07-04 22:17:40,Used to be Great but now is not. When apps misfunctions one must delete all content to reset. No customer support exists-- just advice from other users. So to get the value of my Premium Subscription I must uninstall to re-install dumping my 1k song library 😞😓😩 07/22 no change. Review remains valid,2,0,,0,299,53,great app misfunction delete content reset customer support exist advice user value premium subscription uninstall reinstall dump 1k song library 0722 change review remain valid
2022-06-21 15:38:13,Premium Member for 6 years now; before and I've haven't had to buy an album again. Everything is fresh and theres always something new.,5,0,,1,135,24,premium member year ve not buy album fresh new
2022-07-04 19:29:30,Because of so much ads,1,0,,0,22,5,ad
2022-07-08 09:50:43,"Good, Superb & Excellent music app",5,0,,1,34,6,good superb excellent music app
2022-06-16 07:00:37,"Have discovered so much new music since joining Spotify, without a doubt my favourite app.",5,0,,1,90,15,discover new music join spotify doubt favourite app
2022-06-14 06:17:48,"Its terrible, i suggest you use youtube music, at first i thought it was great but once you have it for a while it gets annoying. Also the last few updates have been horrible. I think that not being able to chose what song you want to listen to is very annoying, you end up having to skip most of the songs. It also adds things to your playlists. I have a wide variety of music and most of the songs they add i personal hate. I love YouTube music so much more and none of these problems are there.",1,188,,0,497,100,terrible suggest use youtube music think great get annoying update horrible think able chose song want listen annoying end have skip song add thing playlist wide variety music song add personal hate love youtube music problem
2022-06-17 12:13:47,Best audio quality The music app ever I seen,5,0,,1,44,9,good audio quality music app see
2022-06-19 02:38:17,Stop asking me to turn on Bluetooth and maybe I'll up this rating. I don't need a pop up every time I open an app I pay $10 a month for.,1,0,,0,136,31,stop ask turn bluetooth maybe ill rating not need pop time open app pay 10 month
2022-06-18 15:15:48,I like this app very much but it should be offline and I like it to hear without internet so I like to give only 4 stars,4,0,,1,120,27,like app offline like hear internet like star
2022-06-17 14:25:43,This app is amazing and it's sound quality just wow,5,0,,1,51,10,app amazing sound quality wow
2022-07-02 23:50:10,Good app. No app like this to provide songs free,5,0,,1,48,10,good app app like provide song free
2022-06-27 10:14:06,"What happen? Log out and now cannot even login, network problem it says, and give me link to login also expired. Hope can repair this bug as I had subscribed duo package every month",1,0,,0,181,34,happen log login network problem say link login expire hope repair bug subscribe duo package month
2022-06-19 01:04:57,Incredible app but the group sessions work better before when you could scan to connect.,4,0,,1,88,15,incredible app group session work well scan connect
2022-06-04 13:19:53,"Any way you look at it, it's a good app all the way AROUND.",5,0,,1,59,14,way look good app way
2022-07-01 17:41:16,All types of songs are available here and no stopper and all. Love it.,5,0,,1,70,14,type song available stopper love
2022-06-11 00:35:50,You can't play 2 songs in a row without getting a ad without premium,1,0,,0,68,14,not play song row get ad premium
2022-06-26 18:43:54,Pay to win app basically. I can't play ONE song. Like it only shows a 5 seconds preview of how it sounds. I can't even listen to any songs on my playlists. There is no point it's a PAY TO WIN APP,1,0,,0,195,42,pay win app basically not play song like show second preview sound not listen song playlist point pay win app
2022-07-08 00:15:19,"Every song you've heard and more is on here, however, 1 BIG ISSUE, when I enter the app it will say ""nothing playing"" when there is very much something playing and it will play in the background but I can't control it at all from my notification bar",4,0,,1,249,48,song ve hear big issue enter app play play play background not control notification bar
2022-06-19 22:58:34,Not even going to lie I've been a hardcore Spotify listener for going on 3-4 years now and I never took the time to do a review. But check it out I recommend Spotify to anybody who likes music more than most of the people that surround them. I would vouch for Spotify to anybody on this Earth and before God admit that I have been blessed with playlists that hit the spot. Spotify something I've taken for granted a lot of times. 100% download Spotify right now!!!!,5,0,,1,465,88,go lie ve hardcore spotify listener go 34 year take time review check recommend spotify anybody like music people surround vouch spotify anybody earth god admit bless playlist hit spot spotify ve take grant lot time 100 download spotify right
2022-06-03 18:35:43,I think Spotify is the best music app and he is best .,5,1,,1,54,13,think spotify good music app good
2022-06-11 18:54:03,Mhm guys this app is not bad but I will tell you one think that is when you use phone when you just started a song and you can't play another idk why and another if you want to play another play another song you have to buy Spotify premium that is not free And another think this type of app is so weird,4,0,,1,303,64,mhm guy app bad tell think use phone start song not play idk want play play song buy spotify premium free think type app weird
2022-06-22 05:53:07,Love it best for music by far,5,0,,1,29,7,love well music far
2022-06-29 07:22:58,"It's a really good app , you can listen audios, songs, etc while being on another app at the same time. I had no problem signing in in this device, but then I signed in from another device. I inserted the name, password,email etc and all, but it kept loading forever. The app kept on loading the next day and on and on, it never let me in. It's an annoying glitch and it makes me really disappointed and mad. Fix this glitch soon as possible.",4,0,,1,442,86,good app listen audios song etc app time problem sign device sign device insert passwordemail etc keep load forever app keep load day let annoying glitch make disappointed mad fix glitch soon possible
2022-05-31 00:06:27,Great idea how about you get all the features to actually work on here. Thanks,1,0,,0,78,15,great idea feature actually work thank
2022-06-14 03:32:59,"I've seen using Spotify for about 3+ years and I haven't had anything negative to say until now so let's get into it. The only complaint I have is when ever I go into a Playlist to edit it and add a song 'normally' I could get to hear a preview (a small part) or the song, but recently I haven't been able to hear those previews. Either this is due to internet connection, my phone, or a bug/glitch. I do hope that this problem gets fixed because it can be annoying.",4,323,,1,466,92,ve see spotify year not negative let complaint playlist edit add song normally hear preview small song recently not able hear preview internet connection phone bugglitch hope problem get fix annoying
2022-06-12 09:07:39,"Always have a great experience, the music, podcast. The addition of lyrics and even partial video inclusion.",5,0,,1,108,17,great experience music podcast addition lyric partial video inclusion
2022-07-03 01:00:10,I think that it amazing just that you have to pay,4,0,,1,49,11,think amazing pay
2022-07-03 15:12:21,Too many Ads in it,1,2,,0,18,5,ad
2022-05-31 02:25:36,Amazing to use just a ton of bad ads.,4,0,,1,37,9,amazing use ton bad ad
2022-07-05 01:05:05,This is a excellent music app to listen to.,5,0,,1,43,9,excellent music app listen
2022-07-09 09:15:27,In the middle of songs its pauses and then restarts the whole song. You have to go into the app and play the song again.,4,0,,1,120,25,middle song pause restart song app play song
2022-07-05 22:48:58,Spotify is great for listening to albums. And it's cool to be able to make playlists.,5,0,,1,85,16,spotify great listen album cool able playlist
2022-06-12 16:02:53,"Changing my review from 2 stars to 1. The music stops repeatedly. Its not my internet, phone, update, etc. Its spotify. Everyone should switch to YouTube music for the same price.",1,0,,0,179,31,change review star music stop repeatedly internet phone update etc spotify switch youtube music price
2022-06-16 09:36:53,"Thankyou Spotify for being here with me all the time I really appreciate your activeness you are so much mean to me. Your app also gives good quality to my musics. But I just wanna add more, I want to add some lyrics on my Spotify even if I'm offline or not in in my internet because it will help that much. Thankyou again!!❤️",5,0,,1,326,64,thankyou spotify time appreciate activeness mean app give good quality music wanna add want add lyric spotify offline internet help thankyou
2022-06-05 13:33:18,"Ads, ads and more ads. Play a 2 songs get 3 ads. No better than YouTube.",1,0,,0,72,16,ad ad ad play song ad well youtube
2022-07-05 17:40:58,Absolutely Stunning! More like they know my soul and give me what i want. 🖤,5,0,,1,75,15,absolutely stunning like know soul want
2022-05-31 14:50:04,Podcasts and experience is very good,4,0,,1,36,6,podcast experience good
2022-06-27 16:57:37,It is very nice Music app.,5,0,,1,26,6,nice music app
2022-06-29 08:50:59,"Most entertaining and exciting,with excellent switching from one zoner to another swiftly.so many apps for music r there ,but SPOTIFY IS par excellence.",5,0,,1,152,23,entertaining excitingwith excellent switching zoner swiftlyso app music spotify par excellence
2022-06-20 04:27:42,Crashes whenever I try to add music to my playlist,5,0,,1,50,10,crash try add music playlist
2022-06-24 03:59:33,"The best music streaming platform, even though I don't have Premium, still, the quality is at its best!",5,0,,1,103,18,good music streaming platform not premium quality good
2022-06-27 18:30:07,"Fantastic app paying for premium is worth it, the only problem I'm having is synching to my car still 5 ⭐",5,0,,1,105,21,fantastic app pay premium worth problem have synche car
2022-06-19 12:55:50,Too many adds... ridiculous,1,0,,0,27,4,add ridiculous
2022-06-06 13:18:28,It's is the best app for music,5,0,,1,30,7,good app music
2022-06-15 15:21:04,App is ok but recently been having to reset device or reinstall. Playlists are quite narrow,2,0,,0,91,16,app ok recently have reset device reinstall playlist narrow
2022-06-29 13:03:07,"This app annoyed me too much, come on!! Ads after every single music?? Why why why??? And I'm not a billionaire to get premium account...",1,0,,0,137,25,app annoy come ad single music billionaire premium account
2022-06-13 09:39:51,Great music app. I used it to host my party and It was great.,5,0,,1,61,14,great music app host party great
2022-06-21 22:22:51,Too many adds and you are very restricted in what you can listen to consecutively on freeplay.,4,0,,1,94,17,add restrict listen consecutively freeplay
2022-06-08 05:15:58,Works great until it glitches and only plays ads with no songs,1,1,,0,62,12,work great glitche play ad song
2022-06-03 16:54:18,I love spoyify but I can't download songs on my phone,5,0,,1,53,11,love spoyify not download song phone
2022-06-11 04:24:31,"I like this app.❣❣❣ Because when you play any song and if you don't have much net data , like if your data is totally over 100 % over still that song is playing without any internet Spotify don't need to take much more net . So yaah , I am obsessed with this",5,0,,1,258,54,like app play song not net datum like data totally 100 song play internet spotify not need net yaah obsess
2022-06-01 16:50:33,"I have had an issue with this app just crashing as soon as I play anything. I don't have this issue on other device (nokia) only on this one (iqoo). Tried all the methods that customer care told, still no solution. Okay so this issue has been solved for now, but this is not acceptable!",4,0,,1,286,55,issue app crash soon play not issue device nokia iqoo try method customer care tell solution okay issue solve acceptable
2022-07-03 12:49:31,Bro 💀 i tried downloading the app today and try it out but it can't even open Lmao 💀 plus i used to use Spotify and it would keep playing random songs and when i search up something there's always different results,1,0,,0,214,42,bro try download app today try not open lmao plus use spotify play random song search different result
2022-06-03 03:30:35,New update sucks... U can't play liked songs please change it,1,0,,0,61,11,new update suck not play like song change
2022-06-25 14:14:20,"I made the switch from another service years ago and have not looked back, it was an easy transition , I find premium duo worth it so my kid and I can have our own accounts and play music at the same time",5,0,,1,204,43,switch service year ago look easy transition find premium duo worth kid account play music time
2022-07-05 21:16:58,"I love spotify and use is all the time,but the only thing that I don't like about spotify is that it doesn't play all of the songs on the playlist before it repeats some of the songs. But other than that I would definitely recommend it.",4,0,,1,236,46,love spotify use timebut thing not like spotify not play song playlist repeat song definitely recommend
2022-07-01 11:58:33,"This landscape is resourceful, no doubt about that",5,0,,1,50,8,landscape resourceful doubt
2022-06-23 06:36:08,This is trash. I can't even listen to my favorite song it just play a different song.,1,0,,0,85,17,trash not listen favorite song play different song
2022-06-26 06:20:29,"Only annoyance is when I get in the car and turn on Bluetooth, a pop-up shows up right over the Car Mode button asking if I want to connect to speakers, even tho it's already connected to Bluetooth. This pop-up can not be swiped away, and I just have to wait it out to be able to switch to Car Mode.",5,1,,1,299,61,annoyance car turn bluetooth popup show right car mode button ask want connect speaker tho connect bluetooth popup swipe away wait able switch car mode
2022-07-02 04:44:06,"That last couple update have systematically broken the app. Connections to devices are buggy and intermittent. UI has broken a dozen times a day and won't respond, play anything, and when it does the wrong item will show as playing versus the sound. Can't skip what it doesn't know it's playing!.. Reinstall and restarts are no help. ""No internet connection"" even when I am on the god damn wifi and in a city. Straight up broken at the moment.",4,45,,1,443,79,couple update systematically break app connection device buggy intermittent ui break dozen time day will not respond play wrong item play versus sound not skip not know play reinstall restart help internet connection god damn wifi city straight break moment
2022-06-11 03:52:00,The best app. I love the Spotify.,5,0,,1,33,7,good app love spotify
2022-06-10 16:13:46,I don't like this I avoid it but spotify lite likes me I can avoid it,1,0,,0,69,16,not like avoid spotify lite like avoid
2022-07-08 04:28:45,"Recent update broken With this last update I have been unable to access any music. It won't play anything. It doesn't allow me to even play downloaded, or even show my music or podcasts. Fabulous, back to not sleeping well. Upset because it's been fine for years. And now that I rely on the stories and mediations to sleep, now it decides to not work at all.",1,19,,0,358,67,recent update break update unable access music will not play not allow play download music podcast fabulous sleep upset fine year rely story mediation sleep decide work
2022-06-22 03:22:25,It's good but my problem is you can't play the music that you search properly it's like you play a song you press the play button and sometimes it plays a different music and if you play your playlist you can only play it in shuffle you can't play it the way you intended to and it has ads if you really want to use it without the ads you can play music properly etc then get the premium,1,11,,0,387,79,good problem not play music search properly like play song press play button play different music play playlist play shuffle not play way intend ad want use ad play music properly etc premium
2022-06-06 04:35:40,When I try to play a song it automatically closes..what the hell is wrong with this app..uninstall and still the same🤦,1,1,,0,118,21,try play song automatically closeswhat hell wrong appuninstall
2022-07-08 15:24:49,It's not even starting. it only shows the spotify logo. Am I only suppose to see logo in this app??,1,0,,0,99,20,start show spotify logo suppose logo app
2022-07-01 02:29:53,This app is awesome but the ads every now and then take a while but other than that the app is amazing great sound,5,0,,1,114,24,app awesome ad app amazing great sound
2022-06-26 10:29:23,"Everything is exceptional with the app Only one thing would make it even better, a default playlist for all the downloaded songs",5,1,,1,128,22,exceptional app thing well default playlist download song
2022-06-13 16:02:42,Enjoy listening to 70 music and my grandbabies enjoy silly kids songs 🎵 🎶,5,0,,1,73,14,enjoy listen 70 music grandbabie enjoy silly kid song
2022-06-05 02:43:57,I hate ads I hv premium account I shouldn't hv ads,5,0,,1,50,11,hate ad hv premium account not hv ad
2022-06-17 19:22:04,Experiencing issues while searching for a song sometimes. It shows no internet connection even if i am connected to one. This is very annoying. Fix this,1,0,,0,152,26,experience issue search song show internet connection connect annoying fix
2022-06-12 05:11:35,"Since last month, this app has refused to accept my payment to premium. It's so very annoying",1,0,,0,93,17,month app refuse accept payment premium annoying
2022-07-03 04:42:55,Waste of time there no song if you want to listen a song then search its singer's name that is always worst app for ever,1,0,,0,120,25,waste time song want listen song search singer bad app
2022-06-07 21:52:00,"Premium is worth buying, Spotify - music soinds better with you... 🎵🎶",5,0,,1,69,12,premium worth buy spotify music soind well
2022-06-21 11:55:03,Not working properly on samsung watch 4 lte,4,0,,1,43,8,work properly samsung watch lte
2022-07-08 03:25:00,Been using spotify for 6 or 7 years and had all together a year or more of premium. Was a great app but now I'm literally getting ads every 2 songs. So I can't recommend it anymore.,2,0,,0,181,37,spotify year year premium great app literally get ad song not recommend anymore
2022-07-02 10:08:57,Never ending music pleasure,5,0,,1,27,4,end music pleasure
2022-06-07 15:32:09,Such a good platform of music.,5,0,,1,30,6,good platform music
2022-06-13 15:56:00,"Great collection, lyrics are increasingly available, good quality",5,0,,1,65,8,great collection lyric increasingly available good quality
2022-06-17 18:00:04,"The app keeps randomly stopping in the middle of listening. It also won't register what I'm listening to while I'm in it, so I can't skip songs or anything else. It would be great if this issue could be fixed. I have found a ton of good Playlists and podcasts I enjoy, this is just a real pain.",4,3,,1,294,58,app keep randomly stop middle listen will not register listen not skip song great issue fix find ton good playlist podcast enjoy real pain
2022-07-08 19:41:35,"I have had this app a short while, I really like it a lot, I can't wait to have all my music where I want. I recommend you. Thankyou. Di",4,0,,1,136,30,app short like lot not wait music want recommend thankyou di
2022-06-18 13:07:36,Music is my favorite hobby and I love listening to All-America and pop songs,5,0,,1,76,14,music favorite hobby love listen allamerica pop song
2022-06-06 03:19:03,Nice and easy to use.,5,0,,1,21,5,nice easy use
2022-06-24 10:13:03,"Thank you very much, it is good sound quality.",4,0,,1,46,9,thank good sound quality
2022-06-13 07:48:50,This app is the best app for music. The library is customized very well according to the user's needs and has curated Playlists as well only for the user based on their music taste. If u listen to music very often then u should buy the premium plan as the ads get really annoying but if u listen like rarely then the free plan with ads is the better choice. It's a fantastic app and I'd recommend it to anyone who loves music.,5,45,,1,426,83,app good app music library customize accord user need curate playlist user base music taste listen music buy premium plan ad annoying listen like rarely free plan ad well choice fantastic app recommend love music
2022-06-24 12:45:08,"Why are Singles and ep's shown as albums under Your Library Also, it would be nice if we could see liked song in albums, like it is with playlists",4,6,,1,146,29,single ep show album library nice like song album like playlist
2022-07-07 15:48:27,"I love Spotify, but I've been having trouble using it since an Android update from a few days ago (I have a Samsung A50). I can't access any kind of media, whether it be albums, playlists, podcasts. All the songs have disappeared, but I still can see that the playlists (and so on) exists. Please fix this bug!!",4,2,,1,311,58,love spotify ve have trouble android update day ago samsung a50 not access kind medium album playlist podcast song disappear playlist exist fix bug
2022-06-27 17:06:42,Love Spotify! Being retired I love to listen to some of my favorite songs of today and years gone by. Thank you Spotify for making this available to me and others as well.,5,1,,1,171,33,love spotify retire love listen favorite song today year go thank spotify make available
2022-06-21 16:51:14,The songs on playlist dont bring a list of songs,1,0,,0,48,10,song playlist not bring list song
2022-06-18 13:37:40,This app I can describe . There is no words for this app. But there is a problem there are so many advertisement inbetween the songs and which makes me annoying . And all other things are mind blowing .,5,0,,1,202,40,app describe word app problem advertisement inbetween song make annoying thing mind blow
2022-06-26 22:24:49,love this app. <3 but sadly in andriod you cant pick the songs you wanna play but in iphone or ipad you cant :'),5,0,,1,112,24,love app sadly andriod not pick song wanna play iphone ipad not
2022-06-02 20:25:02,Always love music especially gospel.,5,0,,1,36,5,love music especially gospel
2022-06-19 01:13:24,"Spotify is not that great without the premium or paying real money for benefits. You can't pick a specific song you want to play and you cannot play a certain song over again. You can't even play a playlist in order. All you can do is shuffle a playlist and hope you hear the song you want. This is really dissapointing for a music app. I'm hoping to find a better one; and you all should too! If you really want to use Spotify, pay for premium because it is terrible without it.",1,4,,0,479,93,spotify great premium pay real money benefit not pick specific song want play play certain song not play playlist order shuffle playlist hope hear song want dissapointe music app hop find well want use spotify pay premium terrible
2022-07-01 12:30:14,This is the bestest app I've ever found on play store,5,0,,1,53,11,best app ve find play store
2022-06-29 16:43:11,"every time I want to open an mp3 file on my cellphone, it opens with the Spotify application. is there no option to stop it? please remove that ASAP.",1,0,,0,149,29,time want open mp3 file cellphone open spotify application option stop remove asap
2022-06-05 05:39:30,Thanks for increasing subscription fee without informing. 😡,2,0,,0,59,8,thank increase subscription fee inform
2022-06-03 14:15:36,Apps keep crashing after update can't even roll back,1,1,,0,52,9,app crash update not roll
2022-07-04 08:35:17,Way to many ads so get ready to cough up your clean lung to get ads free. audio quality is not original and stupidly compressed but Hey those Ads freakin CRISP!!!!,1,0,,0,163,31,way ad ready cough clean lung ad free audio quality original stupidly compressed hey ad freakin crisp
2022-07-04 04:29:24,I was just trying to logout and it made me leave the app and when I went back on it I couldn't even use it cause it kept me in the logo and this has been happening for 4 days now yall better fix this also fix the fact that we can't hear the sound while in suggest songs,1,0,,0,269,59,try logout leave app go not use cause keep logo happen day well fix fix fact not hear sound suggest song
2022-06-29 23:11:41,"""This app is absolute garbage for listening to podcasts"" was my last review. But I was wrong. I was being hot-headed and not understanding correctly. I do apologize to the owners of this app. It works really well.",5,7,,1,213,38,app absolute garbage listen podcast review wrong hotheade understand correctly apologize owner app work
2022-06-19 11:14:58,"I like spotify but I HATE that on phone version doesnt really let u skip song that u dont like, I mean u need premium and its super annoying.",2,0,,0,141,29,like spotify hate phone version not let skip song not like mean need premium super annoying
2022-06-26 01:07:58,I really enjoy the company of spotify . Thank you so much,5,0,,1,57,12,enjoy company spotify thank
2022-06-21 00:27:10,I can't log in. No internet connection prompt even though I'm connected.,5,2,,1,72,12,not log internet connection prompt connect
2022-06-14 07:08:39,"Horrible customer service. Poor ethics and incompetent employees. After 4 years of asking Spotify to cancel my account, they are still charging my card and ignoring my requests. Amazon music and and pandora is just so much better.",1,1,,0,230,38,horrible customer service poor ethic incompetent employee year ask spotify cancel account charge card ignore request amazon music pandora well
2022-07-03 11:26:03,"Good,but advertisement more",4,0,,1,27,3,goodbut advertisement
